reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
US-6878,Alligator River State Game Land,35.9252,-76.1368,FM15ww,US-NC,16,16,333,0,0
US-6879,Angola Bay State Game Land,34.6302,-77.8527,FM14bp,US-NC,30,30,1332,0,1
US-6880,Bachelor Bay State Game Land,35.9125,-76.7205,FM15pv,US-NC,28,28,708,0,0
US-6881,Bertie County State Game Land,35.9723,-76.8884,FM15nx,US-NC,18,18,651,0,0
US-6882,Bladen Lakes State Game Land,34.688,-78.5951,FM04qq,US-NC,77,75,3729,0,0
US-6883,Brinkleyville State Game Land,36.2806,-77.9044,FM16bg,US-NC,22,22,834,0,0
US-6884,Buckhorn State Game Land,36.0294,-79.2213,FM06ja,US-NC,65,63,2402,0,0
US-6885,Buckridge State Game Land,35.6971,-76.1094,FM15wq,US-NC,9,9,252,0,0
US-6886,Buffalo Cove State Game Land,36.0624,-81.5084,EM96fb,US-NC,21,20,717,0,0
US-6887,Bullard & Branch Hunting Preserve State Game Land,34.5137,-79.0008,FM04lm,US-NC,23,22,782,0,2
US-6888,Butner-Falls of the Neuse State Game Land,36.0484,-78.7463,FM06pb,US-NC,345,339,16004,0,1
US-6889,Buxton Woods State Game Land,35.2632,-75.5642,FM25fg,US-NC,70,70,2646,0,0
US-6890,Cape Fear River Wetlands State Game Land,34.5028,-77.8174,FM14cm,US-NC,20,20,949,0,0
US-6891,Carteret County State Game Land,34.7863,-76.7105,FM14ps,US-NC,14,14,645,0,0
US-6892,Chatham State Game Land,35.5505,-79.0243,FM05ln,US-NC,142,138,6271,0,0
US-6893,Chowan State Game Land,36.067,-76.6507,FM16qb,US-NC,16,16,404,0,0
US-6894,Chowan Swamp State Game Land,36.3594,-76.7714,FM16oi,US-NC,15,15,553,0,0
US-6895,Cold Mountain State Game Land,35.3993,-82.935,EM85mj,US-NC,65,62,1859,0,0
US-6896,Columbus County State Game Land,34.1609,-78.5385,FM04rd,US-NC,36,36,1401,0,0
US-6897,Croatan State Game Land,35.0459,-77.0695,FM15lb,US-NC,129,126,7560,0,1
US-6898,Currituck Banks State Game Land,36.4001,-75.8489,FM26bj,US-NC,31,31,815,0,0
US-6899,Dan River State Game Land,36.4499,-79.8062,FM06ck,US-NC,115,105,4532,0,2
US-6900,Dare State Game Land,35.7434,-75.7952,FM25cr,US-NC,18,18,568,0,0
US-6901,Dover Bay State Game Land,35.2388,-77.3946,FM15hf,US-NC,25,25,837,0,1
US-6902,Dupont State Game Land,35.184,-82.6095,EM85qe,US-NC,68,64,2400,0,0
US-6903,Elk Knob State Game Land,36.3208,-81.7083,EM96dh,US-NC,25,25,560,0,0
US-6904,Embro State Game Land,36.3661,-78.1024,FM06wi,US-NC,23,22,855,0,0
US-6905,Goose Creek State Game Land,35.2696,-76.6314,FM15qg,US-NC,14,14,654,0,0
US-6906,Green River State Game Land,35.3099,-82.2609,EM85uh,US-NC,88,79,2639,0,0
US-6907,Green Swamp State Game Land,34.0932,-78.2995,FM04uc,US-NC,91,87,3929,0,0
US-6908,Gull Rock State Game Land,35.36,-76.1096,FM15wi,US-NC,10,10,433,0,0
US-6909,Harris State Game Land,35.6083,-78.9392,FM05mo,US-NC,266,266,10894,0,2
US-6910,Headwaters State Game Land,35.1137,-82.7477,EM85pc,US-NC,26,26,779,0,0
US-6911,Hill Farm State Game Land,36.5323,-80.3707,EM96tm,US-NC,18,17,735,0,0
US-6912,Holly Shelter State Game Land,34.5483,-77.8124,FM14cn,US-NC,82,81,4109,0,0
US-6913,Hyco State Game Land,36.5164,-79.0261,FM06lm,US-NC,33,33,1784,0,1
US-6914,J Morgan Futch State Game Land,35.9166,-76.123,FM15wv,US-NC,20,20,461,0,0
US-6915,Johns River State Game Land,35.7975,-81.6765,EM95dt,US-NC,54,53,1645,0,0
US-6916,Jordan State Game Land,35.7896,-78.9998,FM05ms,US-NC,156,152,4801,0,0
US-6917,Juniper Creek State Game Land,34.1543,-78.3803,FM04td,US-NC,42,41,1483,0,1
US-6918,Kerr Scott State Game Land,36.1276,-81.2626,EM96id,US-NC,78,73,2461,0,1
US-6919,Lantern Acres State Game Land,35.8178,-76.3152,FM15ut,US-NC,11,11,368,0,0
US-6920,Lee State Game Land,35.5451,-79.0461,FM05ln,US-NC,107,106,4107,0,0
US-6922,Linwood State Game Land,35.7271,-80.3445,EM95tr,US-NC,59,59,1856,0,0
US-6923,Lower Fishing Creek State Game Land,36.0606,-77.5462,FM16fb,US-NC,61,60,1887,0,0
US-6924,Lower Roanoke River State Game Land,35.8767,-77.1442,FM15kv,US-NC,20,20,770,0,0
US-6925,Mayo State Game Land,36.4805,-78.8769,FM06nl,US-NC,33,32,1287,0,0
US-6926,Mitchell River State Game Land,36.4186,-80.8576,EM96nk,US-NC,32,30,1011,0,0
US-6927,Nantahala State Game Land,35.0979,-84.0928,EM75wc,US-NC,1053,1050,87920,0,2
US-6928,Needmore State Game Land,35.364,-83.4988,EM85gi,US-NC,79,75,3908,0,1
US-6929,Neuse River State Game Land,35.1199,-76.9849,FM15mc,US-NC,73,70,4287,0,1
US-6930,New Lake State Game Land,35.7136,-76.1959,FM15vr,US-NC,7,7,108,0,0
US-6931,Nicholson Creek State Game Land,35.026,-79.2166,FM05ja,US-NC,431,427,28886,0,0
US-6932,North River State Game Land,36.3018,-76.0126,FM16xh,US-NC,33,32,1595,0,0
US-6933,Northwest River Marsh State Game Land,36.5161,-76.1269,FM16wm,US-NC,49,49,1937,0,0
US-6934,Pee Dee River State Game Land,34.9908,-79.8779,FM04bx,US-NC,91,91,2893,0,0
US-6935,Perkins State Game Land,35.8396,-80.4473,EM95su,US-NC,76,76,3276,0,0
US-6936,Pisgah State Game Land,35.7984,-82.8731,EM85nt,US-NC,190,170,7945,0,1
US-6937,Pisgah WRC State Game Land,35.7537,-81.9725,EM95as,US-NC,182,177,10715,0,1
US-6938,Pond Mountain State Game Land,36.5506,-81.6424,EM96en,US-NC,19,17,1073,0,0
US-6939,Pungo River State Game Land,35.5816,-76.5148,FM15rn,US-NC,6,6,180,0,0
US-6940,R Wayne Bailey-Caswell State Game Land,36.3568,-79.3358,FM06hi,US-NC,77,73,3012,0,1
US-6941,Little Fork Forest State Game Land,36.2269,-81.3532,EM96hf,US-NC,25,25,594,0,0
US-6942,Rhodes Pond State Game Land,35.226,-78.652,FM05qf,US-NC,367,365,17542,0,3
US-6944,Rockfish Creek State Game Land,35.0118,-79.3103,FM05ia,US-NC,177,171,5873,0,0
US-6945,Rocky Run State Game Land,34.7341,-77.3012,FM14ir,US-NC,21,21,1099,0,0
US-6946,Sampson State Game Land,35.1115,-78.3975,FM05tc,US-NC,25,25,653,0,0
US-6947,Sandhills State Game Land,35.0113,-79.5751,FM05fa,US-NC,225,220,8409,0,1
US-6948,Sandy Creek State Game Land,36.1261,-78.0383,FM06xd,US-NC,29,29,1074,0,0
US-6949,Sandy Mush State Game Land,35.7047,-82.6691,EM85pq,US-NC,173,172,8032,0,0
US-6950,Second Creek State Game Land,35.6632,-80.6732,EM95pp,US-NC,75,75,3246,0,0
US-6951,Shocco Creek State Game Land,36.2237,-78.0589,FM06xf,US-NC,37,37,2625,0,0
US-6952,South Mountains State Game Land,35.6134,-81.7911,EM95co,US-NC,99,96,3393,0,0
US-6953,Stones Creek State Game Land,34.5578,-77.4467,FM14gn,US-NC,78,77,3152,0,1
US-6954,Suggs Mill Pond State Game Land,34.8274,-78.7162,FM04pt,US-NC,283,279,44958,0,1
US-6955,Sutton Lake State Game Land,34.3014,-77.9937,FM14ah,US-NC,82,80,3540,0,0
US-6956,Tar River State Game Land,35.8745,-77.5296,FM15fu,US-NC,529,529,15168,0,0
US-6957,Texas Plantation State Game Land,35.949,-76.0876,FM15ww,US-NC,12,12,353,0,0
US-6958,Thurmond Chatham State Game Land,36.356,-81.2063,EM96ji,US-NC,52,51,2813,0,0
US-6959,Tillery State Game Land,36.252,-77.5101,FM16fg,US-NC,18,18,598,0,1
US-6960,Toxaway State Game Land,35.0811,-82.9488,EM85mb,US-NC,29,29,1150,0,0
US-6961,Upper Roanoke River State Game Land,36.2227,-77.3673,FM16hf,US-NC,27,27,1124,0,0
US-6962,Uwharrie State Game Land,35.4283,-80.0193,EM95xk,US-NC,426,417,32587,0,3
US-6963,Nutbush Wildlife Management Area,36.4771,-78.3785,FM06tl,US-NC,32,32,2417,0,0
US-6964,Voice of America State Game Land,35.6972,-77.1577,FM15kq,US-NC,78,77,5222,0,0
US-6965,White Oak River State Game Land,34.8193,-77.1851,FM14jt,US-NC,43,38,1888,0,0
US-6966,Whitehall Plantation State Game Land,34.5309,-78.4191,FM04sm,US-NC,36,36,1783,0,0
US-6967,William H Silver State Game Land,35.5246,-83.1557,EM85km,US-NC,72,68,2349,0,0
US-6968,Angel Mound State Historic Site,37.9451,-87.452,EM67gw,US-IN,301,292,10728,0,0
US-6969,Corydon Capitol State Historic Site,38.2114,-86.126,EM68wf,US-IN,50,49,958,0,0
US-6970,Culbertson Mansion State Historic Site,38.2864,-85.8127,EM78cg,US-IN,39,39,723,0,0
US-6971,Gene Stratton-Porter State Historic Site,41.4799,-85.3488,EN71hl,US-IN,97,97,2403,0,0
US-6972,Historic New Harmony State Historic Site,38.1292,-87.935,EM68ad,US-IN,42,42,920,0,0
US-6973,Lanier Mansion State Historic Site,38.7536,-85.3859,EM78hs,US-IN,36,35,993,0,1
US-6974,Levi Coffin House State Historic Site,39.9562,-84.9175,EM79mw,US-IN,74,69,1675,0,0
US-6975,Limberlost State Historic Site,40.5896,-84.9599,EN70mo,US-IN,145,140,2979,0,0
US-6976,T.C. Steele State Historic Site,39.1314,-86.3483,EM69td,US-IN,72,71,2744,0,0
US-6977,Whitewater Canal State Historic Site,39.4471,-85.1362,EM79kk,US-IN,85,78,2439,0,0
US-6978,Vincennes State Historic Site,38.6853,-87.5251,EM68fq,US-IN,33,33,769,0,0
US-6979,Arcadia Management Area,41.5561,-71.685,FN41dn,US-RI,414,409,13940,0,1
US-6980,Beach Pond Wildlife Management Area,41.5739,-71.7864,FN41cn,US-RI,368,365,12040,0,1
US-6981,Great Swamp Wildlife Management Area,41.4691,-71.5796,FN41fl,US-RI,56,54,1916,0,0
US-6982,Big River Wildlife Management Area,41.6311,-71.5714,FN41fp,US-RI,296,295,12269,0,2
US-6983,Woody Hill Wildlife Management Area,41.3694,-71.7448,FN41di,US-RI,45,45,1398,0,0
US-6984,Black Hut Wildlife Management Area,41.9928,-71.6568,FN41ex,US-RI,37,37,1407,0,0
US-6985,Round Top Wildlife Management Area,42.0014,-71.7011,FN42da,US-RI,61,60,2270,0,0
US-6986,Simmons Mill Wildlife Management Area,41.5358,-71.1341,FN41km,US-RI,62,62,2235,0,0
US-6987,Cocumcussoc State Park,41.5823,-71.4599,FN41gn,US-RI,68,62,2459,0,0
US-6988,Grills State Preserve,41.3997,-71.7591,FN41cj,US-RI,46,41,1328,0,0
US-6989,Black Farm Wildlife Management Area,41.4674,-71.7285,FN41dl,US-RI,62,61,2345,0,0
US-6990,Nicholas Farm Wildlife Management Area,41.6804,-71.7739,FN41cq,US-RI,58,57,2934,0,0
US-6991,Rockville Wildlife Management Area,41.5054,-71.7591,FN41cm,US-RI,50,49,2245,0,0
US-6992,JL Curran State Park,41.7507,-71.5516,FN41fs,US-RI,52,50,1632,0,0
US-6993,Bear Rock Lakes Wildlife Management Area,40.0806,-80.5353,EN90rb,US-WV,79,78,2544,0,0
US-6994,Burches Run Wildlife Management Area,39.9742,-80.6283,EM99qx,US-WV,24,21,654,0,0
US-6995,Castlemans Run Lake Wildlife Management Area,40.1649,-80.5339,EN90rd,US-WV,34,34,1024,0,0
US-6996,Cecil H. Underwood Wildlife Management Area,39.7412,-80.5557,EM99rr,US-WV,15,15,481,0,0
US-6997,Center Branch Wildlife Management Area,39.2362,-80.3557,EM99tf,US-WV,64,62,2726,0,0
US-6998,Cross Creek Wildlife Management Area,40.3213,-80.5353,EN90rh,US-WV,33,31,1691,0,0
US-6999,Dunkard Fork Wildlife Management Area,39.949,-80.526,EM99rw,US-WV,22,22,639,0,0
US-7000,Hillcrest Wildlife Management Area,40.5489,-80.5397,EN90rn,US-WV,80,77,2278,0,0
US-7001,Lantz Farm and Nature Preserve Wildlife Management Area,39.5318,-80.6465,EM99qm,US-WV,11,11,403,0,0
US-7002,Lewis Wetzel Wildlife Management Area,39.4786,-80.6276,EM99ql,US-WV,20,19,897,0,0
US-7003,Little Indian Creek Wildlife Management Area,39.5773,-80.0711,EM99xn,US-WV,40,39,1026,0,0
US-7004,Pedlar Wildlife Management Area,39.6868,-80.1131,EM99wq,US-WV,42,39,1204,0,0
US-7005,Pleasant Creek Wildlife Management Area,39.2671,-80.0123,EM99xg,US-WV,26,26,708,0,0
US-7006,Pruntytown State Farm Wildlife Management Area,39.3289,-80.0963,EM99wh,US-WV,46,46,2304,0,0
US-7007,Snake Hill Wildlife Management Area,39.6184,-79.8355,FM09bo,US-WV,59,56,2905,0,0
US-7008,Teter Creek Wildlife Management Area,39.1096,-79.8715,FM09bc,US-WV,27,26,916,0,0
US-7009,Upper Deckers Creek Wildlife Management Area,39.5273,-79.8054,FM09cm,US-WV,90,87,2986,0,0
US-7010,Allegheny Wildlife Management Area,39.3959,-79.0686,FM09lj,US-WV,16,16,579,0,0
US-7011,Edwards Run Wildlife Management Area,39.3254,-78.4332,FM09sh,US-WV,19,18,577,0,0
US-7012,Fort Mill Ridge Wildlife Management Area,39.3249,-78.7931,FM09oh,US-WV,31,31,871,0,0
US-7013,Nathaniel Mountain Wildlife Management Area,39.2036,-78.7978,FM09oe,US-WV,28,26,943,0,0
US-7014,Shannondale Springs Wildlife Management Area,39.2249,-77.8205,FM19cf,US-WV,49,47,1214,0,0
US-7015,Short Mountain Wildlife Management Area,39.2038,-78.6608,FM09qe,US-WV,15,15,759,0,0
US-7016,Sleepy Creek Wildlife Management Area,39.532,-78.1478,FM09wm,US-WV,93,90,3653,0,0
US-7017,South Branch Wildlife Management Area,39.1446,-78.9262,FM09md,US-WV,26,26,860,0,0
US-7018,Thorn Creek Wildlife Management Area,38.5726,-79.3582,FM08hn,US-WV,10,10,323,0,0
US-7019,Warden Lake Wildlife Management Area,39.1308,-78.597,FM09qd,US-WV,13,13,579,0,0
US-7020,Widmeyer Wildlife Management Area,39.6385,-78.2512,FM09up,US-WV,15,15,436,0,0
US-7021,Becky Creek Wildlife Management Area,38.5975,-79.962,FM08ao,US-WV,11,11,285,0,0
US-7022,Big Ditch Wildlife Management Area,38.408,-80.57,EM98rj,US-WV,20,20,730,0,0
US-7023,Burnsville Lake Wildlife Management Area,38.8445,-80.623,EM98qu,US-WV,65,65,3221,0,0
US-7024,Elk River Wildlife Management Area,38.6543,-80.6821,EM98pp,US-WV,44,43,1429,0,0
US-7025,Handley Wildlife Management Area,38.3136,-80.1874,EM98vh,US-WV,42,37,1562,0,0
US-7026,Huttonsville State Farm Wildlife Management Area,38.7035,-79.9628,FM08aq,US-WV,67,66,2167,0,0
US-7027,Slatyfork Wildlife Management Area,38.4182,-80.1293,EM98wk,US-WV,16,16,595,0,0
US-7028,Smoke Camp Wildlife Management Area,39.1507,-80.6087,EM99qd,US-WV,12,12,409,0,0
US-7029,Stonecoal Lake Wildlife Management Area,38.9788,-80.38,EM98tx,US-WV,40,38,1582,0,0
US-7030,Stonewall Jackson Lake Wildlife Management Area,39.0047,-80.4733,EM99sa,US-WV,71,70,2642,0,0
US-7031,Summersville Lake Wildlife Management Area,38.2699,-80.8815,EM98ng,US-WV,82,77,3031,0,0
US-7032,Valley Bend Wildlife Management Area,38.766,-79.94,FM08as,US-WV,24,24,629,0,0
US-7033,Wallback Wildlife Management Area,38.5154,-81.2167,EM98jm,US-WV,139,134,7702,0,1
US-7034,Anawalt Lake Wildlife Management Area,37.3208,-81.4211,EM97gh,US-WV,113,113,3410,0,0
US-7035,Berwind Lake Wildlife Management Area,37.2627,-81.7054,EM97dg,US-WV,116,116,6070,0,0
US-7036,Beury Mountain Wildlife Management Area,37.9705,-80.9752,EM97mx,US-WV,18,18,590,0,0
US-7037,Bluestone Lake Wildlife Management Area,37.5702,-80.8778,EM97nn,US-WV,25,25,985,0,0
US-7038,Horse Creek Lake Wildlife Management Area,37.574,-81.7092,EM97dn,US-WV,122,122,7311,0,0
US-7039,Meadow River Wildlife Management Area,37.9071,-80.6494,EM97qv,US-WV,23,23,702,0,0
US-7040,Moncove Lake Wildlife Management Area,37.61,-80.3616,EM97to,US-WV,48,48,1911,0,0
US-7041,Plum Orchard Lake Wildlife Management Area,37.9512,-81.2304,EM97jw,US-WV,107,107,4997,0,0
US-7042,R.D. Bailey Lake Wildlife Management Area,37.6039,-81.7796,EM97co,US-WV,123,123,9048,0,0
US-7043,Tate Lohr Wildlife Management Area,37.3214,-80.9528,EM97mh,US-WV,22,22,786,0,0
US-7044,Tug Fork Wildlife Management Area,37.4491,-81.6414,EM97ek,US-WV,114,114,4446,0,0
US-7045,Amherst/Plymouth Wildlife Management Area,38.5163,-81.8446,EM98bm,US-WV,47,47,1801,0,1
US-7046,Beech Fork Lake Wildlife Management Area,38.2719,-82.3844,EM88tg,US-WV,142,140,6054,0,1
US-7047,Big Ugly Wildlife Management Area,38.0863,-82.0528,EM88xc,US-WV,178,178,12587,0,0
US-7048,Chief Cornstalk Wildlife Management Area,38.7435,-82.0421,EM88xr,US-WV,131,131,6218,0,0
US-7049,East Lynn Lake Wildlife Management Area,38.141,-82.3844,EM88td,US-WV,118,118,8590,0,0
US-7050,Green Bottom Wildlife Management Area,38.5861,-82.2515,EM88uo,US-WV,355,354,18544,0,0
US-7051,Hilbert Wildlife Management Area,38.256,-81.9066,EM98bg,US-WV,25,25,1248,0,0
US-7052,Laurel Lake Wildlife Management Area,37.8438,-82.2064,EM87vu,US-WV,191,191,9964,0,0
US-7053,McClintic Wildlife Management Area,38.9287,-82.0697,EM88xw,US-WV,45,43,1733,0,0
US-7054,Mill Creek Wildlife Management Area,38.4791,-82.1219,EM88wl,US-WV,39,39,1612,0,0
US-7056,Upper Mud River Wildlife Management Area,38.1536,-82.0559,EM88xd,US-WV,146,146,10777,0,0
US-7057,Buffalo Run Wildlife Management Area,39.479,-81.0212,EM99ll,US-WV,11,11,407,0,0
US-7058,Conaway Run Lake Wildlife Management Area,39.4247,-80.8567,EM99nk,US-WV,16,16,655,0,0
US-7059,Frozen Camp Wildlife Management Area,38.7944,-81.5453,EM98ft,US-WV,41,41,1698,0,0
US-7060,Hughes River Wildlife Management Area,39.1425,-81.301,EM99id,US-WV,14,14,793,0,0
US-7061,OBrien Lake Wildlife Management Area,38.7589,-81.6426,EM98es,US-WV,29,29,1226,0,0
US-7062,Ritchie Mines Wildlife Management Area,39.1055,-81.1717,EM99jc,US-WV,13,13,554,0,0
US-7063,Rollins Lake Wildlife Management Area,38.826,-81.7607,EM98ct,US-WV,58,57,2632,0,0
US-7064,Sand Hill Wildlife Management Area,39.2538,-81.2675,EM99ig,US-WV,18,18,523,0,0
US-7065,Stumptown Wildlife Management Area,38.88,-80.9873,EM98mv,US-WV,16,16,458,0,0
US-7066,The Jug Wildlife Management Area,39.4605,-80.8801,EM99nl,US-WV,12,12,461,0,0
US-7067,Turkey Run Wildlife Management Area,38.9683,-81.7729,EM98cx,US-WV,33,33,937,0,0
US-7068,Woodrum Lake Wildlife Management Area,38.6489,-81.5759,EM98fp,US-WV,31,29,1341,0,0
US-7069,Panther State Forest,37.4362,-81.8716,EM97bk,US-WV,352,352,27767,0,0
US-7070,O'Keefe Wildlife Management Area,34.1165,-90.2733,EM44uc,US-MS,9,9,231,0,0
US-7071,Charlie Capps Wildlife Management Area,33.8643,-90.9577,EM43mu,US-MS,6,6,145,0,0
US-7072,Riverfront Wildlife Management Area,33.8578,-91.0549,EM43lu,US-MS,5,5,109,0,0
US-7073,William C. Deviney Wildlife Management Area,33.5871,-90.6513,EM43qo,US-MS,5,5,164,0,0
US-7074,Stoneville Wildlife Management Area,33.455,-90.9292,EM43mk,US-MS,9,9,220,0,0
US-7075,Muscadine Farms Wildlife Management Area,33.2253,-90.9843,EM43mf,US-MS,7,7,132,0,0
US-7076,Sky Lake Wildlife Management Area,33.2846,-90.4816,EM43sg,US-MS,5,5,122,0,0
US-7077,Leroy Percy Wildlife Management Area,33.162,-90.9363,EM43md,US-MS,12,12,311,0,0
US-7078,Howard Miller Wildlife Management Area,32.8303,-90.9811,EM42mt,US-MS,7,7,112,0,0
US-7079,Twin Oaks Wildlife Management Area,32.872,-90.857,EM42nu,US-MS,9,9,217,0,0
US-7080,Sunflower Wildlife Management Area,32.8172,-90.7768,EM42ot,US-MS,13,12,369,0,0
US-7081,Lake George Wildlife Management Area,32.7551,-90.6576,EM42qs,US-MS,10,10,247,0,0
US-7082,Shipland Wildlife Management Area,32.7797,-91.1353,EM42ks,US-MS,6,6,138,0,0
US-7083,Mahannah Wildlife Management Area,32.5487,-90.8708,EM42nn,US-MS,10,10,256,0,0
US-7084,Phil Bryant Wildlife Management Area,32.4509,-90.8835,EM42nk,US-MS,10,10,234,0,0
US-7085,John W. Starr Wildlife Management Area,33.3389,-88.8755,EM53ni,US-MS,17,16,555,0,0
US-7086,Trim Cane Wildlife Management Area,33.5236,-88.8435,EM53nm,US-MS,22,21,1036,0,0
US-7087,Black Prairie Wildlife Management Area,33.3385,-88.5798,EM53ri,US-MS,17,17,920,0,0
US-7088,Choctaw Wildlife Management Area,33.2758,-89.161,EM53kg,US-MS,48,45,2736,0,0
US-7089,Yockanookany Wildlife Management Area,33.1669,-89.4266,EM53ge,US-MS,7,7,135,0,0
US-7090,Nanih Waiya Wildlife Management Area,32.9275,-89.0058,EM52lw,US-MS,11,11,388,0,0
US-7091,Okatibbee Wildlife Management Area,32.5236,-88.8124,EM52om,US-MS,13,13,438,0,0
US-7092,Tuscumbia Wildlife Management Area,34.9459,-88.5866,EM54qw,US-MS,44,43,987,0,0
US-7093,Divide Section Wildlife Management Area,34.7244,-88.2913,EM54ur,US-MS,22,22,753,0,0
US-7094,Hell Creek Wildlife Management Area,34.6199,-89.0648,EM54lo,US-MS,17,16,876,0,0
US-7095,John Bell Williams Wildlife Management Area,34.487,-88.3569,EM54tl,US-MS,12,11,225,0,0
US-7096,Canal Section Wildlife Management Area,34.261,-88.4508,EM54sg,US-MS,16,16,431,0,0
US-7097,Chickasaw Wildlife Management Area,33.9856,-88.9355,EM53mx,US-MS,36,34,1291,0,0
US-7098,Graham Waterfowl Wildlife Management Area,34.5236,-89.4647,EM54gm,US-MS,16,16,309,0,0
US-7099,Sardis Waterfowl Wildlife Management Area,34.4751,-89.5959,EM54el,US-MS,13,13,295,0,0
US-7100,Upper Sardis Wildlife Management Area,34.4111,-89.3256,EM54ij,US-MS,17,14,278,0,0
US-7101,Charles Ray Nix Wildlife Management Area,34.4217,-89.9873,EM54ak,US-MS,16,16,591,0,0
US-7102,Calhoun County Wildlife Management Area,33.8989,-89.46,EM53gv,US-MS,9,9,1415,0,0
US-7103,Malmaison Wildlife Management Area,33.6926,-90.0548,EM43xq,US-MS,10,8,165,0,0
US-7104,Chickasawhay Wildlife Management Area,31.4999,-88.8285,EM51ol,US-MS,10,10,257,0,0
US-7105,Mason Creek Wildlife Management Area,31.3792,-88.7033,EM51pj,US-MS,8,8,288,0,0
US-7106,Leaf River Wildlife Management Area,31.0013,-88.8844,EM51na,US-MS,15,15,522,0,0
US-7107,Theodore Mars Wildlife Management Area,30.7608,-89.4975,EM50gs,US-MS,27,26,715,0,0
US-7108,Pascagoula River Wildlife Management Area,30.6419,-88.5803,EM50rp,US-MS,25,25,927,0,0
US-7109,Old River Wildlife Management Area,30.7529,-89.7744,EM50cs,US-MS,19,18,552,0,0
US-7110,Little Biloxi Wildlife Management Area,30.6633,-89.1883,EM50jp,US-MS,48,46,2115,0,0
US-7111,Red Creek Wildlife Management Area,30.6852,-88.901,EM50nq,US-MS,20,20,553,0,0
US-7112,Ward Bayou Wildlife Management Area,30.5667,-88.6323,EM50qn,US-MS,28,28,1147,0,0
US-7113,Pearl River Wildlife Management Area,32.5694,-89.889,EM52bn,US-MS,43,41,919,0,0
US-7114,Bienville Wildlife Management Area,32.4738,-89.6116,EM52el,US-MS,14,13,249,0,0
US-7115,Tallahala Wildlife Management Area,32.2073,-89.2819,EM52ie,US-MS,10,9,148,0,0
US-7116,Caney Creek Wildlife Management Area,32.3349,-89.4376,EM52gi,US-MS,18,18,330,0,0
US-7117,Canemount Wildlife Management Area,31.9057,-91.1295,EM41kv,US-MS,10,9,238,0,0
US-7118,Copiah County Wildlife Management Area,31.8296,-90.6895,EM41pt,US-MS,5,5,90,0,0
US-7119,Natchez Wildlife Management Area,31.6103,-91.2297,EM41jo,US-MS,32,31,1998,0,0
US-7120,Caston Creek Wildlife Management Area,31.4335,-90.8549,EM41nk,US-MS,45,44,1701,0,2
US-7121,Sandy Creek Wildlife Management Area,31.4013,-91.185,EM41jj,US-MS,12,12,927,0,0
US-7122,Marion County Wildlife Management Area,31.1794,-89.7308,EM51de,US-MS,45,40,1775,0,0
US-7123,Wolf River Wildlife Management Area,31.0013,-89.576,EM51fa,US-MS,22,22,682,0,0
US-7124,Arkabutla Lake State Recreation Area,34.7419,-90.122,EM44wr,US-MS,155,153,9492,0,0
US-7125,Enid Lake State Recreation Area,34.139,-89.8262,EM54cd,US-MS,36,35,1429,0,0
US-7126,Grenada Lake State Recreation Area,33.8033,-89.7511,EM53ct,US-MS,41,40,2801,0,0
US-7127,Okatibbee Lake State Recreation Area,32.5006,-88.8044,EM52om,US-MS,26,25,915,0,0
US-7128,Sardis Lake State Recreation Area,34.4302,-89.7004,EM54dk,US-MS,35,35,2260,0,0
US-7129,Columbus Lake State Recreation Area,33.5218,-88.4834,EM53sm,US-MS,40,40,2167,0,0
US-7130,Aberdeen Lake State Recreation Area,33.835,-88.5272,EM53ru,US-MS,25,24,777,0,0
