reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
US-3098,Alburg Dunes State Park,44.8664,-73.3032,FN34iu,US-VT,26,24,1263,0,0
US-3099,Allis State Park,44.0481,-72.6346,FN34qb,US-VT,22,19,1290,0,0
US-3100,Big Deer State Park,44.2869,-72.2678,FN34ug,US-VT,15,14,1108,0,0
US-3101,Bomoseen State Park,43.6557,-73.229,FN33jp,US-VT,29,29,1161,0,1
US-3102,Boulder Beach State Park,44.2775,-72.2624,FN34ug,US-VT,15,12,798,0,0
US-3103,Branbury State Park,43.9061,-73.0668,FN33lv,US-VT,27,23,1184,0,0
US-3104,Brighton State Park,44.7968,-71.8551,FN44bt,US-VT,13,13,1358,0,0
US-3105,Burton Island State Park,44.7766,-73.198,FN34js,US-VT,6,6,482,0,0
US-3106,Button Bay State Park,44.1829,-73.3504,FN34he,US-VT,32,31,1659,0,0
US-3107,Camels Hump State Park,44.3119,-72.876,FN34nh,US-VT,12,11,1176,0,0
US-3108,Camp Plymouth State Park,43.4755,-72.6949,FN33pl,US-VT,17,17,1186,0,0
US-3109,Coolidge State Park,43.5522,-72.6973,FN33pn,US-VT,55,46,2012,0,0
US-3110,Crystal Lake State Park,44.7466,-72.1732,FN34vr,US-VT,16,15,1938,0,0
US-3111,D.A.R. State Park,44.0536,-73.4132,FN34hb,US-VT,16,16,1052,0,0
US-3112,Elmore State Park,44.5435,-72.5294,FN34rn,US-VT,189,138,5435,0,0
US-3113,Emerald Lake State Park,43.2808,-73.0049,FN33lg,US-VT,26,25,644,0,0
US-3114,Fort Dummer State Park,42.8242,-72.5657,FN32rt,US-VT,103,101,2781,0,0
US-3115,Gifford Woods State Park,43.6762,-72.8114,FN33oq,US-VT,43,37,1432,0,1
US-3116,Grand Isle State Park,44.6873,-73.2933,FN34iq,US-VT,44,42,2070,0,0
US-3117,Green River Reservoir State Park,44.6207,-72.5279,FN34ro,US-VT,23,19,1266,0,0
US-3118,Halfmoon Pond State Park,43.6991,-73.223,FN33jq,US-VT,23,14,915,0,2
US-3119,Hazens Notch State Park,44.8414,-72.525,FN34ru,US-VT,5,4,676,0,0
US-3120,Jamaica State Park,43.1056,-72.7734,FN33oc,US-VT,15,14,451,0,0
US-3121,Kamp Kill Kare State Park,44.779,-73.183,FN34js,US-VT,24,24,2363,0,0
US-3122,Kettle Pond State Park,44.2937,-72.3077,FN34uh,US-VT,15,15,1077,0,0
US-3123,Kingsland Bay State Park,44.2354,-73.2969,FN34if,US-VT,16,16,1537,0,0
US-3124,Knight Island State Park,44.8115,-73.2535,FN34it,US-VT,4,4,130,0,0
US-3125,Knight Point State Park,44.7712,-73.2941,FN34is,US-VT,100,91,5547,0,0
US-3126,Lake Carmi State Park,44.9564,-72.8705,FN34nw,US-VT,21,20,2778,0,0
US-3127,Lake St. Catherine State Park,43.4806,-73.2016,FN33jl,US-VT,35,33,1734,0,0
US-3128,Lake Shaftsbury State Park,43.0224,-73.1791,FN33ja,US-VT,27,26,819,0,0
US-3129,Little River State Park,44.3898,-72.7673,FN34oj,US-VT,35,34,1460,0,0
US-3130,Lowell Lake State Park,43.223,-72.7651,FN33of,US-VT,10,10,242,0,0
US-3131,Maidstone State Park,44.6384,-71.6432,FN44ep,US-VT,5,5,1127,0,0
US-3132,Molly Stark State Park,42.8526,-72.8149,FN32ou,US-VT,32,31,871,0,0
US-3133,Mount Ascutney State Park,43.4372,-72.4075,FN33tk,US-VT,127,122,5301,0,0
US-3134,Mount Philo State Park,44.2781,-73.2225,FN34jg,US-VT,35,27,1696,0,0
US-3135,New Discovery State Park,44.3204,-72.2903,FN34uh,US-VT,22,14,1499,0,0
US-3136,Niquette Bay State Park,44.59,-73.1901,FN34jo,US-VT,38,36,1196,0,0
US-3137,North Hero State Park,44.909,-73.2367,FN34jv,US-VT,25,24,2570,0,0
US-3138,Quechee State Park,43.6366,-72.401,FN33tp,US-VT,114,103,4229,0,0
US-3139,Ricker Pond State Park,44.2458,-72.2535,FN34uf,US-VT,17,14,596,0,0
US-3140,Sand Bar State Park,44.626,-73.2396,FN34jp,US-VT,101,99,3535,0,0
US-3141,Sentinel Rock State Park,44.7935,-72.0325,FN34xt,US-VT,13,12,1275,0,1
US-3142,Seyon Lodge State Park,44.2271,-72.3038,FN34uf,US-VT,9,9,747,0,0
US-3143,Silver Lake State Park,43.7314,-72.6162,FN33qr,US-VT,17,15,784,0,1
US-3144,Smugglers' Notch State Park,44.521,-72.7742,FN34om,US-VT,35,29,1016,0,0
US-3145,Stillwater State Park,44.2799,-72.2743,FN34ug,US-VT,18,16,1421,0,0
US-3146,Sweet Pond State Park,42.7526,-72.6388,FN32qs,US-VT,23,23,1042,0,0
US-3147,Thetford Hill State Park,43.8112,-72.233,FN33vt,US-VT,32,30,1418,0,0
US-3148,Townshend State Park,43.0484,-72.6973,FN33pb,US-VT,9,8,280,0,0
US-3149,Underhill State Park,44.5292,-72.8431,FN34nm,US-VT,14,14,1196,0,0
US-3150,Waterbury Center State Park,44.3821,-72.7284,FN34pj,US-VT,20,19,944,0,0
US-3151,Wilgus State Park,43.3893,-72.4077,FN33tj,US-VT,30,27,1191,0,0
US-3152,Woodford State Park,42.8912,-73.0385,FN32lv,US-VT,102,101,3733,0,0
US-3153,Woods Island State Park,44.8026,-73.2085,FN34jt,US-VT,7,7,350,0,0
US-3154,Alta Lake State Park,48.0283,-119.938,DN08aa,US-WA,29,26,679,0,0
US-3155,Anderson Lake State Park,48.0172,-122.803,CN88oa,US-WA,27,27,571,0,0
US-3156,Battle Ground Lake State Park,45.804,-122.49,CN85st,US-WA,97,87,2566,0,0
US-3157,Bayview State Park,48.4881,-122.48,CN88sl,US-WA,169,138,4352,0,0
US-3158,Beacon Rock State Park,45.6291,-122.021,CN85xp,US-WA,112,102,2898,0,0
US-3159,Belfair State Park,47.4298,-122.879,CN87nk,US-WA,103,96,3812,0,0
US-3160,Birch Bay State Park,48.9051,-122.764,CN88ov,US-WA,85,66,1531,0,0
US-3161,Blake Island Marine State Park,47.5412,-122.482,CN87sm,US-WA,12,11,478,0,0
US-3162,Blind Island Marine State Park,48.585,-122.937,CN88mo,US-WA,5,4,73,0,0
US-3163,Bogachiel State Park,47.8964,-124.362,CN77tv,US-WA,21,20,392,0,0
US-3164,Bottle Beach State Park,46.8931,-124.041,CN76xv,US-WA,34,32,565,0,0
US-3165,Bridgeport State Park,48.0148,-119.609,DN08ea,US-WA,24,21,574,0,0
US-3166,Bridle Trails State Park,47.653,-122.174,CN87vp,US-WA,147,123,2563,0,0
US-3167,Brooks Memorial State Park,45.9522,-120.668,CN95pw,US-WA,17,16,351,0,0
US-3168,Cama Beach State Park,48.1447,-122.504,CN88rd,US-WA,42,32,679,0,0
US-3169,Camano Island State Park,48.1295,-122.502,CN88rd,US-WA,149,124,2796,0,0
US-3170,Cape Disappointment State Park,46.2845,-124.055,CN76xg,US-WA,118,83,3831,0,0
US-3171,Spokane River Centennial State Trail,47.7766,-117.546,DN17fs,US-WA,928,906,28583,0,0
US-3172,Clark Island Marine State Park,48.6957,-122.764,CN88oq,US-WA,9,7,138,0,0
US-3173,Columbia Hills State Park,45.682,-121.085,CN95kq,US-WA,80,78,2816,0,0
US-3174,Conconully State Park,48.5564,-119.753,DN08cn,US-WA,22,19,468,0,0
US-3175,Crawford State Park,48.9945,-117.37,DN18hx,US-WA,3,2,37,0,0
US-3176,Curlew Lake State Park,48.7221,-118.657,DN08qr,US-WA,42,35,2448,0,0
US-3177,Cutts Island State Park,47.3209,-122.688,CN87ph,US-WA,3,3,97,0,0
US-3178,Daroga State Park,47.7116,-120.204,CN97vr,US-WA,29,27,601,0,0
US-3179,Dash Point State Park,47.3182,-122.407,CN87th,US-WA,161,132,3075,0,0
US-3180,Deception Pass State Park,48.3995,-122.646,CN88qj,US-WA,151,132,4934,0,0
US-3181,Doe Island Marine State Park,48.6325,-122.787,CN88op,US-WA,5,4,99,0,0
US-3182,Dosewallips State Park,47.6881,-122.905,CN87nq,US-WA,31,26,663,0,0
US-3183,Doug's Beach State Park,45.6771,-121.235,CN95jq,US-WA,18,16,285,0,0
US-3184,Eagle Island Marine State Park,47.1878,-122.696,CN87pe,US-WA,6,6,300,0,0
US-3185,Federation Forest State Park,47.1546,-121.706,CN97dd,US-WA,18,13,375,0,0
US-3186,Fields Spring State Park,46.0801,-117.168,DN16jb,US-WA,15,11,286,0,0
US-3187,Flaming Geyser State Park,47.2802,-122.036,CN87xg,US-WA,105,91,1912,0,0
US-3188,Fort Casey State Park,48.1612,-122.679,CN88pd,US-WA,128,114,4464,0,0
US-3189,Fort Columbia State Park,46.2577,-123.918,CN86ag,US-WA,52,44,2245,0,0
US-3190,Fort Ebey State Park,48.2192,-122.762,CN88of,US-WA,103,93,3626,0,0
US-3191,Fort Flagler State Park,48.0949,-122.703,CN88pc,US-WA,105,84,7101,0,0
US-3192,Fort Simcoe State Park,46.3436,-120.839,CN96ni,US-WA,14,11,239,0,0
US-3193,Fort Townsend State Park,48.0731,-122.796,CN88ob,US-WA,33,31,541,0,0
US-3194,Fort Worden State Park,48.1391,-122.769,CN88od,US-WA,96,78,2295,0,0
US-3195,Goldendale Observatory State Park,45.839,-120.816,CN95ou,US-WA,20,18,379,0,0
US-3196,Grayland Beach State Park,46.783,-124.093,CN76ws,US-WA,116,93,3895,0,0
US-3197,Griffiths-Priday Ocean State Park,47.1172,-124.18,CN77vc,US-WA,82,68,1641,0,0
US-3198,Harstine Island State Park,47.2625,-122.871,CN87ng,US-WA,13,13,330,0,0
US-3199,Hope Island State Park,48.3988,-122.57,CN88rj,US-WA,9,8,264,0,0
US-3200,Hope Island Marine State Park,47.1878,-122.928,CN87me,US-WA,4,4,109,0,0
US-3201,Ike Kinswa State Park,46.5525,-122.529,CN86rn,US-WA,51,43,2018,0,0
US-3202,Illahee State Park,47.5997,-122.596,CN87qo,US-WA,113,102,3222,0,0
US-3203,Palouse to Cascades State Park State Trail,47.432,-121.766,CN97ck,US-WA,92,81,2241,0,0
US-3204,James Island Marine State Park,48.5112,-122.774,CN88om,US-WA,5,5,80,0,0
US-3205,Jarrell Cove State Park,47.2844,-122.883,CN87ng,US-WA,37,36,2047,0,0
US-3206,Joemma Beach State Park,47.2262,-122.806,CN87of,US-WA,34,30,713,0,0
US-3207,Jones Island Marine State Park,48.6141,-123.045,CN88lo,US-WA,4,2,55,0,0
US-3208,Joseph Whidbey State Park,48.3109,-122.706,CN88ph,US-WA,87,76,2390,0,1
US-3209,Kanaskat-Palmer State Park,47.3177,-121.902,CN97bh,US-WA,63,52,2422,0,0
US-3210,Kinney Point State Park,48.0087,-122.69,CN88pa,US-WA,2,2,39,0,0
US-3211,Kitsap Memorial State Park,47.8155,-122.648,CN87qt,US-WA,82,75,1995,0,0
US-3212,Kopachuck State Park,47.3103,-122.682,CN87ph,US-WA,43,41,755,0,0
US-3213,Lake Chelan State Park,47.8746,-120.199,CN97vu,US-WA,34,27,688,0,0
US-3214,Lake Easton State Park,47.255,-121.202,CN97jg,US-WA,63,54,1621,0,0
US-3215,Lake Isabella State Park,47.1685,-123.11,CN87ke,US-WA,49,37,890,0,0
US-3216,Lake Sammamish State Park,47.555,-122.065,CN87xn,US-WA,556,506,17454,0,0
US-3217,Lake Sylvia State Park,46.9953,-123.595,CN86ex,US-WA,32,25,427,0,0
US-3218,Lake Wenatchee State Park,47.8114,-120.728,CN97pt,US-WA,42,32,732,0,0
US-3219,Larrabee State Park,48.6535,-122.491,CN88sp,US-WA,63,48,1082,0,0
US-3220,Leadbetter Point State Park,46.597,-124.052,CN76xo,US-WA,43,43,2054,0,0
US-3221,Lewis and Clark State Park,46.5197,-122.819,CN86om,US-WA,68,53,1193,0,0
US-3222,Lewis and Clark Trail State Park,46.2884,-118.072,DN06xg,US-WA,23,21,724,0,0
US-3223,Lime Kiln Point State Park,48.5159,-123.151,CN88km,US-WA,10,5,87,0,0
US-3224,Lincoln Rock State Park,47.5393,-120.282,CN97um,US-WA,77,69,1812,0,0
US-3225,Lyons Ferry State Park,46.5953,-118.22,DN06vo,US-WA,17,17,393,0,0
US-3226,Loomis Lake State Park,46.4339,-124.055,CN76xk,US-WA,42,38,1242,0,0
US-3227,Manchester State Park,47.5771,-122.555,CN87rn,US-WA,59,50,1179,0,0
US-3228,Maryhill State Park,45.6821,-120.828,CN95oq,US-WA,63,55,1467,0,0
US-3229,Matia Island Marine State Park,48.7484,-122.842,CN88nr,US-WA,7,5,96,0,0
US-3230,McMicken Island Marine State Park,47.2484,-122.862,CN87nf,US-WA,6,6,172,0,0
US-3231,Millersylvania State Park,46.9107,-122.908,CN86nv,US-WA,199,173,5353,0,0
US-3232,Moran State Park,48.6572,-122.858,CN88np,US-WA,26,21,589,0,0
US-3233,Mount Pilchuck State Park,48.069,-121.81,CN98cb,US-WA,12,12,235,0,0
US-3234,Mount Spokane State Park,47.8851,-117.083,DN17lv,US-WA,91,80,2154,0,0
US-3235,Mystery Bay Marine State Park,48.0595,-122.695,CN88pb,US-WA,27,25,439,0,0
US-3236,Nolte State Park,47.2705,-121.938,CN97ag,US-WA,151,123,2848,0,0
US-3237,Obstruction Pass State Park,48.6085,-122.826,CN88oo,US-WA,6,4,57,0,0
US-3238,Ocean City State Park,47.0326,-124.163,CN77wa,US-WA,125,103,2704,0,0
US-3239,Olallie State Park,47.4358,-121.654,CN97ek,US-WA,46,38,1043,0,0
US-3240,Olmstead Place State Park,46.9713,-120.468,CN96sx,US-WA,113,108,3584,0,2
US-3241,Pacific Beach State Park,47.206,-124.202,CN77ve,US-WA,145,126,6877,0,0
US-3242,Pacific Pines State Park,46.5018,-124.055,CN76xm,US-WA,30,28,1018,0,0
US-3243,Palouse Falls State Park,46.6637,-118.227,DN06vp,US-WA,15,14,402,0,0
US-3244,Paradise Point State Park,45.8653,-122.704,CN85pu,US-WA,87,80,2168,0,1
US-3245,Patos Island Marine State Park,48.7842,-122.955,CN88ms,US-WA,11,7,147,0,0
US-3246,Peace Arch State Park,49.0014,-122.754,CN89oa,US-WA,34,30,577,0,0
US-3247,Pearrygin Lake State Park,48.487,-120.146,CN98wl,US-WA,30,29,1150,0,0
US-3248,Penrose Point State Park,47.2547,-122.748,CN87pg,US-WA,48,42,1196,0,0
US-3249,Peshastin Pinnacles State Park,47.5419,-120.52,CN97rn,US-WA,52,44,963,0,0
US-3250,Pleasant Harbor State Park,47.6647,-122.914,CN87np,US-WA,8,8,277,0,0
US-3251,Posey Island Marine State Park,48.6183,-123.168,CN88jo,US-WA,2,2,50,0,0
US-3252,Potholes State Park,46.977,-119.355,DN06hx,US-WA,71,65,2099,0,0
US-3253,Potlatch State Park,47.3614,-123.156,CN87ki,US-WA,144,126,4150,0,0
US-3254,Rainbow Falls State Park,46.6308,-123.236,CN86jp,US-WA,34,28,708,0,0
US-3255,Rasar State Park,48.5153,-121.904,CN98bm,US-WA,44,38,2269,0,0
US-3256,Reed Island State Park,45.552,-122.295,CN85un,US-WA,3,3,51,0,0
US-3257,Riverside State Park,47.7724,-117.553,DN17fs,US-WA,866,843,26419,0,0
US-3258,Rockport State Park,48.488,-121.614,CN98el,US-WA,17,16,322,0,0
US-3259,Sacajawea State Park,46.2043,-119.041,DN06le,US-WA,120,107,3059,0,1
US-3260,Saddlebag Island Marine State Park,48.5357,-122.557,CN88rm,US-WA,5,5,79,0,0
US-3261,Saint Edward State Park,47.7329,-122.257,CN87ur,US-WA,375,313,10256,0,0
US-3262,Saltwater State Park,47.3734,-122.322,CN87ui,US-WA,157,130,2499,0,0
US-3263,Scenic Beach State Park,47.6491,-122.846,CN87np,US-WA,39,32,612,0,0
US-3264,Schafer State Park,47.0986,-123.466,CN87gc,US-WA,21,19,589,0,0
US-3265,Seaquest State Park,46.3005,-122.817,CN86oh,US-WA,52,43,1162,0,0
US-3266,Sequim Bay State Park,48.0406,-123.031,CN88la,US-WA,38,34,686,0,0
US-3267,Shine Tidelands State Park,47.8682,-122.635,CN87qu,US-WA,65,56,1884,0,0
US-3268,Skagit Island Marine State Park,48.4137,-122.579,CN88rj,US-WA,5,5,279,0,0
US-3269,Skull Island State Park,48.6394,-122.986,CN88mp,US-WA,2,2,20,0,0
US-3270,South Whidbey State Park,48.0565,-122.591,CN88qb,US-WA,39,37,832,0,0
US-3271,Spencer Spit State Park,48.5344,-122.862,CN88nm,US-WA,9,9,174,0,0
US-3272,Squak Mountain State Park,47.4964,-122.038,CN87xl,US-WA,178,166,4870,0,0
US-3273,Squilchuck State Park,47.3098,-120.373,CN97th,US-WA,16,10,239,0,0
US-3274,Steamboat Rock State Park,47.8522,-119.132,DN07ku,US-WA,86,79,2728,0,0
US-3275,Steptoe Butte State Park,47.0323,-117.297,DN17ia,US-WA,41,35,1000,0,0
US-3276,Steptoe Battlefield State Park,47.2286,-117.365,DN17hf,US-WA,32,31,749,0,0
US-3277,Stretch Point Marine State Park,47.3296,-122.82,CN87oh,US-WA,2,2,88,0,0
US-3278,Stuart Island Marine State Park,48.6763,-123.204,CN88jq,US-WA,12,8,130,0,0
US-3279,Sucia Island State Park,48.7658,-122.889,CN88ns,US-WA,16,14,295,0,0
US-3280,Sun Lakes-Dry Falls State Park,47.595,-119.362,DN07ho,US-WA,42,37,844,0,0
US-3281,Tolmie State Park,47.1197,-122.776,CN87oc,US-WA,102,82,1806,0,0
US-3282,Triton Cove State Park,47.6088,-122.986,CN87mo,US-WA,46,46,1186,0,0
US-3283,Turn Island Marine State Park,48.5327,-122.972,CN88mm,US-WA,1,1,10,0,0
US-3284,Twanoh State Park,47.3779,-122.973,CN87mj,US-WA,45,38,1008,0,0
US-3285,Twenty-Five Mile Creek State Park,47.993,-120.26,CN97ux,US-WA,5,4,86,0,0
US-3286,Twin Harbors State Park,46.8561,-124.108,CN76wu,US-WA,45,41,703,0,0
US-3287,Wallace Falls State Park,47.8992,-121.672,CN97dv,US-WA,29,27,510,0,0
US-3288,Wenatchee Confluence State Park,47.4599,-120.327,CN97ul,US-WA,108,92,2698,0,0
US-3289,Westhaven State Park,46.9044,-124.12,CN76wv,US-WA,34,32,614,0,0
US-3290,Westport Light State Park,46.8873,-124.123,CN76wv,US-WA,41,39,818,0,0
US-3291,Yakima Sportsman State Park,46.5919,-120.456,CN96so,US-WA,78,68,1860,0,0
US-3292,Bear River State Park,41.2652,-110.937,DN41mg,US-WY,93,90,4336,0,0
US-3293,Boysen State Park,43.2988,-108.161,DN53wh,US-WY,34,28,804,0,0
US-3294,Buffalo Bill State Park,44.5071,-109.264,DN54im,US-WY,63,49,1671,0,0
US-3295,Curt Gowdy State Park,41.1693,-105.228,DN71je,US-WY,215,208,11485,0,1
US-3296,Edness Kimball Wilkins State Park,42.8536,-106.177,DN62vu,US-WY,48,45,1513,0,0
US-3297,Glendo State Park,42.4712,-104.951,DN72ml,US-WY,111,85,4615,0,0
US-3298,Guernsey State Park,42.3047,-104.766,DN72oh,US-WY,47,44,4666,0,1
US-3299,Hot Springs State Park,43.6527,-108.194,DN53vp,US-WY,48,42,1734,0,0
US-3300,Keyhole State Park,44.3609,-104.765,DN74oi,US-WY,36,34,2071,0,0
US-3301,Seminoe State Park,42.1365,-106.894,DN62nd,US-WY,16,14,715,0,0
US-3302,Sinks Canyon State Park,42.7557,-108.802,DN52os,US-WY,14,14,481,0,0
US-3303,Agate Falls Scenic Site,46.4812,-89.0901,EN56kl,US-MI,32,31,1182,0,0
US-3304,Bass River State Recreation Area,43.0063,-86.0198,EN63xa,US-MI,327,321,20661,0,0
US-3305,Bay City State Recreation Area,43.6673,-83.9058,EN83bq,US-MI,133,119,3532,0,0
US-3306,Bond Falls Scenic Site,46.41,-89.1326,EN56kj,US-MI,41,38,1441,0,0
US-3307,Cambridge Junction State Historical Park,42.062,-84.2229,EN72vb,US-MI,86,86,3487,0,0
US-3308,Father Marquette Memorial National Memorial,45.8529,-84.7258,EN75pu,US-MI,70,65,2179,0,0
US-3309,Fayette Historic State Park,45.7179,-86.669,EN65pr,US-MI,32,28,1148,0,0
US-3310,Fort Custer State Recreation Area,42.317,-85.3401,EN72hh,US-MI,825,726,48244,0,2
US-3311,Fort Wilkins State Historical Park,47.4672,-87.8697,EN67bl,US-MI,86,77,2388,0,0
US-3312,Highland State Recreation Area,42.6332,-83.5658,EN82fp,US-MI,222,219,7629,0,0
US-3313,Holly State Recreation Area,42.8163,-83.5398,EN82ft,US-MI,226,224,6932,0,0
US-3314,Ionia State Recreation Area,42.9299,-85.1344,EN72kw,US-MI,238,231,11625,0,0
US-3315,Island Lake State Recreation Area,42.5056,-83.7076,EN82dm,US-MI,661,626,25861,0,1
US-3316,Lake Hudson State Recreation Area,41.8316,-84.2488,EN71vt,US-MI,253,252,9348,0,0
US-3317,Laughing Whitefish Falls State Park,46.3818,-87.0776,EN66lj,US-MI,15,15,337,0,0
US-3318,Lime Island State Recreation Area,46.0827,-83.9935,EN86ab,US-MI,10,9,237,0,0
US-3319,Menominee River State Recreation Area,45.7597,-87.939,EN65as,"US-MI,US-WI",23,21,689,0,0
US-3320,Metamora-Hadley State Recreation Area,42.9451,-83.3588,EN82hw,US-MI,195,182,7032,0,0
US-3321,Ortonville State Recreation Area,42.8854,-83.4039,EN82hv,US-MI,314,312,11308,0,1
US-3322,Pinckney State Recreation Area,42.4071,-83.9608,EN82aj,US-MI,312,292,11256,0,0
US-3323,Pontiac Lake State Recreation Area,42.6735,-83.4416,EN82gq,US-MI,258,251,8821,0,0
US-3324,Proud Lake State Recreation Area,42.5702,-83.5597,EN82fn,US-MI,324,317,10762,0,0
US-3325,Rifle River State Recreation Area,44.4215,-84.0221,EN74xk,US-MI,57,56,3004,0,0
US-3326,Rockport State Recreation Area,45.2072,-83.4083,EN85he,US-MI,39,37,1055,0,0
US-3327,Sanilac Petroglyphs State Park,43.6565,-83.0178,EN83lp,US-MI,42,40,1183,0,0
US-3328,Sturgeon Point State Park,44.7124,-83.2766,EN84ir,US-MI,26,26,899,0,0
US-3329,Tippy Dam State Recreation Area,44.2599,-85.9425,EN74ag,US-MI,34,34,1052,0,0
US-3330,Wagner Falls Scenic Site,46.3875,-86.6469,EN66qj,US-MI,31,31,726,0,0
US-3331,Waterloo State Recreation Area,42.3332,-84.1068,EN72wh,US-MI,373,336,18718,0,1
US-3332,Watkins Lake State Park,42.1251,-84.138,EN72wd,US-MI,104,100,4364,0,0
US-3333,Wetzel State Recreation Area,42.7339,-82.8474,EN82nr,US-MI,296,288,11022,0,0
US-3334,Yankee Springs State Recreation Area,42.6198,-85.5133,EN72fo,US-MI,346,336,16201,0,2
US-3335,Arrow Rock State Historic Site,39.0663,-92.9488,EM39mb,US-MO,33,33,2230,0,0
US-3336,Battle of Athens State Historic Site,40.5878,-91.7089,EN40do,US-MO,54,53,3290,0,0
US-3337,Battle of Carthage State Historic Site,37.173,-94.2975,EM27ue,US-MO,74,73,1665,0,0
US-3338,Battle of Island Mound State Historic Site,38.2366,-94.439,EM28sf,US-MO,43,43,1883,0,0
US-3339,Battle of Lexington State Historic Site,39.1912,-93.8784,EM39be,US-MO,57,56,1588,0,0
US-3340,Battle of Pilot Knob State Historic Site,37.6203,-90.6395,EM47qo,US-MO,56,56,2412,0,0
US-3341,Bollinger Mill State Historic Site,37.3681,-89.8031,EM57ci,US-MO,78,77,4743,0,0
US-3342,Boone's Lick State Historic Site,39.0784,-92.8787,EM39nb,US-MO,12,12,560,0,0
US-3343,Bothwell Lodge State Historic Site,38.7945,-93.2226,EM38jt,US-MO,42,42,1428,0,0
US-3344,Clark's Hill/Norton State Historic Site,38.5579,-92.0301,EM38xn,US-MO,37,36,1172,0,0
US-3345,Confederate Memorial State Historic Site,39.0964,-93.7245,EM39dc,US-MO,64,64,2193,0,1
US-3346,Deutschheim State Historic Site,38.7063,-91.4384,EM48gq,US-MO,17,16,387,0,0
US-3347,Dillard Mill State Historic Site,37.7217,-91.2064,EM47jr,US-MO,21,21,580,0,0
US-3348,Felix Vallé House State Historic Site,37.9799,-90.0444,EM47xx,US-MO,22,22,459,0,0
US-3349,First Missouri State Capitol State Historic Site,38.78,-90.4819,EM48ss,US-MO,46,46,1358,0,1
US-3350,Gen. John J. Pershing Boyhood Home State Historic Site,39.7882,-93.1693,EM39js,US-MO,26,26,623,0,0
US-3351,Gov. Daniel Dunklin's Grave State Historic Site,38.2809,-90.3776,EM48tg,US-MO,108,65,3330,0,0
US-3352,Hunter-Dawson State Historic Site,36.5964,-89.5234,EM56fo,US-MO,34,31,615,0,0
US-3353,Iliniwek Village State Historic Site,40.4291,-91.5579,EN40fk,US-MO,52,51,1364,0,0
US-3354,Jewell Cemetery State Historic Site,38.9198,-92.3363,EM38tw,US-MO,29,29,925,0,0
US-3355,Locust Creek Covered Bridge State Historic Site,39.7892,-93.2326,EM39js,US-MO,22,22,603,0,0
US-3356,Mark Twain Birthplace State Historic Site,39.4884,-91.7857,EM49cl,US-MO,43,42,1087,0,0
US-3357,Mastodon State Historic Site,38.379,-90.3848,EM48tj,US-MO,167,160,4666,0,0
US-3358,Missouri Mines State Historic Site,37.8375,-90.5098,EM47ru,US-MO,44,40,961,0,0
US-3359,Missouri State Museum/Jefferson Landing State Historic Site,38.5789,-92.1703,EM38vn,US-MO,24,21,601,0,0
US-3360,Nathan Boone Homestead State Historic Site,37.348,-93.5797,EM37fi,US-MO,83,74,3338,0,0
US-3361,Osage Village State Historic Site,37.9821,-94.2071,EM27vx,US-MO,28,27,709,0,0
US-3362,Sandy Creek Covered Bridge State Historic Site,38.2944,-90.5266,EM48rh,US-MO,56,56,2706,0,0
US-3363,Sappington Cemetery State Historic Site,39.0329,-93.0071,EM39la,US-MO,13,13,366,0,0
US-3364,Scott Joplin House State Historic Site,38.637,-90.215,EM48vp,US-MO,20,19,473,0,0
US-3365,Thomas Hart Benton Home and Studio State Historic Site,39.0621,-94.5978,EM29qb,US-MO,39,39,773,0,0
US-3366,Towosahgy State Historic Site,36.6923,-89.2336,EM56jq,US-MO,14,14,616,0,0
US-3367,Union Covered Bridge State Historic Site,39.4331,-92.1028,EM39wk,US-MO,34,33,1130,0,0
US-3368,Watkins Woolen Mill State Historic Site,39.4108,-94.2586,EM29uj,US-MO,93,89,3515,0,0
US-3369,Bryant Creek State Park,36.8353,-92.4272,EM36su,US-MO,18,18,860,0,0
US-3370,Eleven Point State Park,36.6168,-91.1742,EM46jo,US-MO,7,7,284,0,0
US-3371,Nebraska National Forest,42.7907,-103.012,DN82ls,US-NE,42,35,1229,0,0
US-3372,Samuel R McKelvie National Forest,42.719,-101.025,DN92lr,US-NE,3,3,33,0,0
US-3373,Chimney Rock National Historic Site,41.7024,-103.331,DN81iq,US-NE,36,36,1114,0,0
US-3374,Neligh Mill State Historic Site,42.1264,-98.0311,EN02xd,US-NE,8,8,168,0,0
US-3375,Stolley National Historic Site,40.9001,-98.3611,EN00tv,US-NE,44,44,1728,0,0
US-3376,Victoria Springs State Recreation Area,41.6086,-99.7513,EN01co,US-NE,23,23,1117,0,0
US-3377,Schilling Wildlife Management Area,41.0407,-95.8822,EN21ba,US-NE,66,66,1898,0,1
US-3378,Blue Ridge National Parkway,36.5186,-80.9358,EM96mm,"US-NC,US-VA",2089,1961,88476,0,10
US-3379,Delaware Water Gap National Recreation Area,41.0706,-75.0169,FN21lb,"US-NJ,US-PA",270,251,8253,0,1
US-3380,Lake Chelan National Recreation Area,48.3221,-120.672,CN98ph,US-WA,10,9,302,0,0
US-3382,John National Wild and Scenic River,66.9144,-151.656,BP46ev,US-AK,0,0,0,0,0
US-3383,Bald Mountain State Recreation Area,42.7331,-83.2415,EN82jr,US-MI,397,383,15671,0,0
US-3384,Brighton State Recreation Area,42.5103,-83.8631,EN82bm,US-MI,509,458,25081,0,0
